"Index","Recipe Number","ID","Name","Uprades From","Key Item","Key Monster","Key Story","Item 1","Number 1","Item 2","Number 2","Item 3","Number 3","Item 4","Number 4","Can Shortcut"
0,0,1,"Hope Horn I","","","-","00000000","","","","","","","","",false
1,1,2,"Hope Horn II","Hope Horn I","","-","00000000","Iron Ore",2,"","","","","","",false
2,2,3,"Hope Horn III","Hope Horn II","","-","86FD6D00","Dragonite Ore",3,"Machalite Ore",2,"","","","",false
3,3,4,"Hope Horn IV","Hope Horn III","","-","65760700","Carbalite Ore",4,"","","","","","",false
4,4,5,"Hope Horn V","Hope Horn IV","","-","0D846690","Monster Hardbone",4,"Fucium Ore",5,"","","","",false
5,5,73,"Esperanza Horn","Hope Horn V","","Arkveld","00000000","Hunter Symbol I",5,"Bird Wyvern Gem",1,"","","","",false
6,6,6,"Bone Horn I","","","-","00000000","Mystery Bone",2,"","","","","","",false
7,7,7,"Bone Horn II","Bone Horn I","","-","E00F49A0","Sturdy Bone",2,"Monster Fluid",1,"","","","",false
8,8,8,"Bone Horn III","Bone Horn II","","-","B89E2700","Tough Guardian Bone",2,"","","","","","",false
9,9,9,"Bone Horn IV","Bone Horn III","","-","85F88180","Great Stoutbone",4,"Colossal Bone",2,"","","","",false
10,10,10,"Hardened Bone Horn","Bone Horn IV","","Arkveld","00000000","Hunter Symbol I",5,"Monster Hardbone",5,"Dragonbone Relic",1,"Beast Gem",1,false
11,11,11,"Metal Bagpipe I","","","-","E00F49A0","Machalite Ore",1,"Earth Crystal",2,"","","","",false
12,12,12,"Metal Bagpipe II","Metal Bagpipe I","","-","B89E2700","Lightcrystal",1,"Icium",2,"","","","",false
13,13,13,"Metal Bagpipe III","Metal Bagpipe II","","-","85F88180","Fucium Ore",4,"Gracium",3,"Monster Keenbone",3,"","",false
14,14,14,"Great Bagpipe","Metal Bagpipe III","","Arkveld","00000000","Hunter Symbol I",5,"Novacrystal",1,"Wyvern Gem",1,"","",false
15,15,15,"War Bongo I","","","Congalala","00000000","Congalala Pelt",3,"Congalala Claw",2,"Congalala Fang",1,"","",false
16,16,16,"War Bongo II","War Bongo I","","-","65760700","Congalala Certificate S",1,"Congalala Claw+",5,"Congalala Fang+",4,"Conga Pelt+",2,true
17,17,17,"War Conga","War Bongo II","","Arkveld","00000000","Hunter Symbol I",5,"Vibrant Pelt+",2,"Beast Gem",1,"","",false
18,18,18,"Balahara Horn I","","","Balahara","00000000","Balahara Scale",3,"Balahara Skull",1,"Aqua Sac",1,"","",false
19,19,19,"Balahara Horn II","Balahara Horn I","","-","D9C1E4C0","Guardian Doshaguma Claw",1,"Balahara Shell",2,"Balahara Tail",1,"","",false
20,20,20,"Balahara Horn III","Balahara Horn II","Balahara Certificate S","-","00000000","Balahara Certificate S",2,"Balahara Skull+",2,"Torrent Sac",2,"Balahara Black Pearl",1,true
21,21,21,"Balahara Horn IV","Balahara Horn III","Uth Duna Certificate S","-","00000000","Uth Duna Certificate S",3,"Balahara Carapace",5,"Wyvern Gem",1,"","",false
22,22,22,"Sandsea Ghantisil","Balahara Horn IV","","Arkveld","00000000","Hunter Symbol I",5,"Balahara Scale+",6,"Uth Duna Watergem",1,"","",false
23,23,23,"Dosha Farsounder I","","","Doshaguma","00000000","Doshaguma Fur",3,"Doshaguma Claw",2,"Doshaguma Fang",1,"","",false
24,24,24,"Dosha Farsounder II","Dosha Farsounder I","","-","D9C1E4C0","Guardian Doshaguma Claw",1,"Doshaguma Hide",3,"Tough Guardian Bone",1,"","",false
25,25,25,"Dosha Farsounder III","Dosha Farsounder II","Doshaguma Certificate S","-","00000000","Doshaguma Certificate S",2,"Doshaguma Claw+",6,"Doshaguma Fang+",4,"","",false
26,26,74,"Farsounder Honga","Dosha Farsounder III","","Arkveld","00000000","Hunter Symbol II",5,"Doshaguma Hide+",6,"Beast Gem",1,"","",false
27,27,26,"Rey Perun I","","","Rey Dau","00000000","Rey Dau Scale",3,"Rey Dau Wingtalon",2,"Rey Dau Thunderhorn",1,"","",false
28,28,27,"Rey Perun II","Rey Perun I","","Rathian","00000000","Rathian Certificate S",2,"Rathian Webbing",3,"Novacrystal",1,"","",false
29,29,28,"Rey Perun III","Rey Perun II","Rey Dau Certificate S","-","00000000","Rey Dau Certificate S",3,"Rey Dau Fulgurtalon",4,"Rey Dau Tail",1,"Rey Dau Plate",1,false
30,30,29,"Perun Clairhorn","Rey Perun III","","Arkveld","00000000","Hunter Symbol III",5,"Rey Dau Carapace",6,"Rey Dau Bolthorn",4,"Rey Dau Boltgem",1,false
31,31,30,"Ajara Reverberator I","","","Ajarakan","00000000","Ajarakan Scale",3,"Ajarakan Ridge",2,"Ajarakan Jewel",1,"","",false
32,32,31,"Ajara Reverberator II","Ajara Reverberator I","Ajarakan Certificate S","-","00000000","Ajarakan Certificate S",2,"Ajarakan Ridge+",3,"Ajarakan Jewel+",2,"Ajarakan Marrow",1,true
33,33,32,"Ajara-Jivaka","Ajara Reverberator II","","Arkveld","00000000","Hunter Symbol II",5,"Ajarakan Carapace",6,"Ajarakan Medulla",1,"","",false
34,34,33,"Dosha Grudgesounder I","","","-","D9C1E4C0","Guardian Doshaguma Fur",3,"Guardian Doshaguma Claw",2,"Guardian Doshaguma Fang",1,"","",false
35,35,34,"Dosha Grudgesounder II","Dosha Grudgesounder I","G. Doshaguma Certificate S","-","00000000","G. Doshaguma Certificate S",2,"Guardian Doshaguma Claw+",6,"Guardian Doshaguma Fang+",4,"Guardian Blood+",1,true
36,36,35,"Grudgesounder Urga","Dosha Grudgesounder II","","Arkveld","00000000","Hunter Symbol II",5,"Guardian Doshaguma Fur+",6,"Guardian Pelt+",6,"Beast Gem",1,false
37,37,36,"Albirath Feroce I","","","-","D9C1E4C0","Guardian Rathalos Scale",3,"Guardian Rathalos Webbing",2,"Flame Sac",1,"","",false
38,38,37,"Albirath Feroce II","Albirath Feroce I","G. Rathalos Certificate S","-","00000000","G. Rathalos Certificate S",2,"Guardian Rathalos Wing",5,"Guardian Rathalos Plate",1,"Guardian Blood+",1,false
39,39,38,"G. Rathalos Feroce","Albirath Feroce II","","Arkveld","00000000","Hunter Symbol II",5,"Guardian Rathalos Carapace",6,"Guardian Rathalos Ruby",1,"Guardian Scale+",6,false
40,40,39,"Jin Dhaang I","","","-","0D846690","Jin Dahaad Certificate S",1,"Jin Dahaad Claw+",5,"Jin Dahaad Iceplate",4,"Jin Dahaad Tail",1,false
41,41,40,"Precipice Kovira","Jin Dhaang I","","Arkveld","00000000","Hunter Symbol III",5,"Jin Dahaad Horn",4,"Jin Dahaad Carapace",4,"Jin Dahaad Icegem",1,false
42,42,41,"Nihil Chord I","","","Xu Wu","00000000","Xu Wu Hide",3,"Xu Wu Claw",2,"Xu Wu Fang",1,"","",false
43,43,42,"Nihil Chord II","Nihil Chord I","Xu Wu Certificate S","-","00000000","Xu Wu Certificate S",2,"Xu Wu Claw+",6,"Xu Wu Fang+",4,"Xu Wu Cerebrospinal Fluid",1,false
44,44,43,"Kae-Jin's Lament","Nihil Chord II","","Arkveld","00000000","Hunter Symbol II",5,"Golden Corneum+",6,"Xu Wu Tentacle+",4,"Xu Wu Umbragem",1,false
45,45,44,"G. Veldian Sibilus I","","","Guardian Arkveld","00000000","Guardian Scale",3,"Guardian Pelt",3,"Guardian Blood",1,"Tough Guardian Bone",2,false
46,46,45,"G. Veldian Sibilus II","G. Veldian Sibilus I","","-","85F88180","Guardian Scale+",6,"Guardian Pelt+",6,"Guardian Blood+",3,"Dragonbone Relic",1,false
47,47,46,"G. Resounding Galahad","G. Veldian Sibilus II","","Arkveld","00000000","Hunter Symbol III",5,"Arkveld Calloushell",4,"Arkveld Tail",2,"Arkveld Gem",1,false
48,48,47,"Kut-Ku's Song I","","","Yian Kut-Ku","00000000","Yian Kut-Ku Certificate S",1,"Kut-Ku Wing",3,"Kut-Ku Ear",2,"Kut-Ku Scale+",5,false
49,49,48,"Kut-Ku's Song II","Kut-Ku's Song I","Nu Udra Certificate S","-","00000000","Nu Udra Certificate S",2,"Giant Beak",4,"Inferno Sac",4,"Bird Wyvern Gem",1,false
50,50,49,"Kut-Ku Cantabile","Kut-Ku's Song II","","Arkveld","00000000","Hunter Symbol I",5,"Kut-Ku Carapace",6,"Nu Udra Flamegem",1,"","",false
51,51,50,"Poisoned Capri I","","","Gypceros","00000000","Gypceros Certificate S",1,"Gypceros Wing",3,"Gypceros Head",2,"Rubbery Hide+",5,false
52,52,51,"Poisoned Capri II","Poisoned Capri I","","Gravios","00000000","Gravios Certificate S",2,"Gypceros Tail",4,"Toxin Sac",4,"","",false
53,53,52,"Crazed Melody","Poisoned Capri II","","Arkveld","00000000","Hunter Symbol I",5,"Rubbery Hide+",6,"Bird Wyvern Gem",1,"Novacrystal",1,false
54,54,53,"Valkyrie Chordmaker I","","","Rathian","00000000","Rathian Certificate S",1,"Rathian Webbing",3,"Rathian Spike+",2,"Rathian Scale+",5,false
55,55,54,"Valkyrie Chordmaker II","Valkyrie Chordmaker I","Rey Dau Certificate S","-","00000000","Rey Dau Certificate S",2,"Rathian Carapace",6,"Rath Medulla",1,"Wyvern Gem",1,false
56,56,55,"Queen Chordmaker","Valkyrie Chordmaker II","","Arkveld","00000000","Hunter Symbol I",5,"Rathian Scale+",5,"Rathian Ruby",1,"","",false
57,57,56,"Deafening Fulgur I","","","Guardian Fulgur Anjanath","00000000","Guardian Fulgur Certificate S",2,"Guardian Fulgur Fang+",5,"Guardian Fulgur Tail",1,"Thunder Sac",4,false
58,58,57,"Fulgurhowl Guardiana","Deafening Fulgur I","","Arkveld","00000000","Hunter Symbol II",5,"Guardian Fulgur Nosebone+",4,"Guardian Fulgur Pelt+",6,"Guardian Fulgur Gem",1,false
59,59,60,"Flame Feroce I","","","Rathalos","00000000","Rathalos Certificate S",2,"Rathalos Carapace",5,"Rathalos Wing",4,"Rath Medulla",1,false
60,60,61,"Rathalos Feroce","Flame Feroce I","","Arkveld","00000000","Hunter Symbol II",5,"Rathalos Scale+",6,"Rathalos Tail",1,"Rathalos Ruby",1,false
61,61,62,"Kummerklang I","","","Gore Magala","00000000","Gore Magala Certificate S",3,"Gore Magala Ripclaw+",4,"Gore Magala Tail",1,"Frenzy Shard",5,false
62,62,63,"Gramklang","Kummerklang I","","Arkveld","00000000","Hunter Symbol III",5,"Gore Magala Feeler+",2,"Gore Magala Nyctgem",1,"Frenzy Crystal",5,false
63,63,64,"Veldian Sibilus I","","","Arkveld","00000000","Arkveld Certificate S",3,"Arkveld Scale+",4,"White Arkveld Pelt",2,"Wyvern Gem",1,false
64,64,75,"Resounding Galahad","Veldian Sibilus I","","Arkveld","00000000","Hunter Symbol III",5,"Arkveld Armorplate",5,"Arkveld Horn+",3,"Arkveld Gem",1,false
65,65,65,"Sonic Horn I","","","Lala Barina","00000000","Vespoid Shell",3,"Lala Barina Mucus",2,"Bulaqchi Shell",2,"","",false
66,66,66,"Sonic Horn II","Sonic Horn I","","Nerscylla","00000000","Nerscylla Claw",1,"Vespoid Wing",3,"Comaqchi Shell",2,"Monster Fluid",2,false
67,67,67,"Sonic Horn III","Sonic Horn II","","-","65760700","Lala Barina Certificate S",2,"Vespoid Carapace",5,"Bulaqchi Carapace",4,"","",false
68,68,68,"Sonic Horn IV","Sonic Horn III","Monster Hardbone","-","00000000","Monster Hardbone",3,"Lala Barina Mucus+",5,"Comaqchi Carapace",4,"","",false
69,69,69,"Glass Royale","Sonic Horn IV","","Arkveld","00000000","Hunter Symbol I",5,"Vespoid Innerwing",5,"Monster Broth",4,"Bird Wyvern Gem",1,false